Product Id,Product Handle,Product Title,Product Status,Product Thumbnail,Product Sales Channel 1,Variant Id
prod_01KM3CNCEN14KC4GGFTG6ZQKY6,maruti-s-presso,Maruti Suzuki S-Presso,published,http://localhost:9000/static/1773937316314-maruti_suzuki_s-presso_bluish_black.webp,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CNCN2K14VZB4X7KG6H91C
prod_01KM3CNCEN14KC4GGFTG6ZQKY6,maruti-s-presso,Maruti Suzuki S-Presso,published,http://localhost:9000/static/1773937316314-maruti_suzuki_s-presso_bluish_black.webp,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CNCN2TAPZ0NFCZ99DN4BE
prod_01KM3CND0JGTVC6NG8XDZEV85W,audi-r8,Audi R8,published,http://localhost:9000/static/1773937395517-audir8%20(1).jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CND2EGMQSFCWE3V50PYRQ
prod_01KM3CND0JGTVC6NG8XDZEV85W,audi-r8,Audi R8,published,http://localhost:9000/static/1773937395517-audir8%20(1).jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CND2FV98BN5A1NHKM6AHR
prod_01KM3CND54R0TJEF2GYMQPGBSA,ferrari-488-gtb,Ferrari 488 GTB,published,http://localhost:9000/static/1773937430424-ferrari-front.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CND6MXSXF5GC83KSPP2BY
prod_01KM3CND54R0TJEF2GYMQPGBSA,ferrari-488-gtb,Ferrari 488 GTB,published,http://localhost:9000/static/1773937430424-ferrari-front.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CND6NMQ1ZBJV3NGNCJFYM
prod_01KM3CND998S3XNR4BY1DQ1XB5,ford-ecosport,Ford EcoSport,published,http://localhost:9000/static/1773937528662-ecoblackfront.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CNDAK0YJKYMJS43NZ03NG
prod_01KM3CND998S3XNR4BY1DQ1XB5,ford-ecosport,Ford EcoSport,published,http://localhost:9000/static/1773937528662-ecoblackfront.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CNDAMZQAVRD5CXDRAKN6E
prod_01KM3CND998S3XNR4BY1DQ1XB5,ford-ecosport,Ford EcoSport,published,http://localhost:9000/static/1773937528662-ecoblackfront.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3CNDAM964MK4Y5MF8D1ARP
prod_01KM3G27RE7JR9JWC4M201FQPV,ford-ecosport-ambiente,Ford EcoSport Ambiente,published,http://localhost:9000/static/1773939132334-ecoblackleft.jpg,sc_01KK94KTZWH57P930HPMREMB4X,variant_01KM3G27VKZ6RMJ9B119JHZ6WX
